Shucked,Viscera,Shell,Weight
0.8985,0.4435,0.4535,1.348
0.871,0.347,0.449,1.7405
0.2075,0.0715,0.1315,0.4385
0.2575,0.119,0.1535,0.5585
0.3165,0.169,0.2365,0.78
0.6355,0.2315,0.277,1.186
0.3605,0.211,0.2575,0.886
0.54,0.166,0.279,1.041
0.4225,0.183,0.275,0.928
0.522,0.2235,0.36,1.157
0.5795,0.2145,0.29,1.1415
0.517,0.2375,0.39,1.1835
0.631,0.2235,0.302,1.2135
0.657,0.3055,0.365,1.3695
0.75,0.1805,0.369,1.3745
0.658,0.3135,0.4115,1.463
0.686,0.311,0.405,1.46
0.749,0.422,0.401,1.6465
0.6025,0.299,0.325,1.265
0.647,0.383,0.465,1.56
0.708,0.3525,0.445,1.6
1.2395,0.3645,0.6195,2.333
0.341,0.1325,0.119,0.678
0.409,0.144,0.228,0.8035
0.3935,0.221,0.215,0.8675
0.423,0.2575,0.365,1.14
0.4375,0.2585,0.31,1.0735
0.7315,0.305,0.3285,1.4335
0.5795,0.3115,0.371,1.304
0.4915,0.2,0.228,0.9505
0.6355,0.2955,0.38,1.385
0.6035,0.262,0.335,1.27
0.7395,0.3505,0.405,1.583
0.678,0.331,0.48,1.5955
0.95,0.436,0.4305,1.89
0.346,0.173,0.215,0.769
0.336,0.156,0.19,0.7315
0.349,0.15,0.212,0.737
0.4235,0.199,0.28,0.9895
0.441,0.2015,0.305,1.012
0.492,0.222,0.3555,1.1245
0.517,0.2495,0.2935,1.0805
0.5675,0.287,0.317,1.242
0.726,0.2795,0.332,1.3915
0.454,0.1965,0.35,1.085
0.481,0.2575,0.305,1.0855
0.5065,0.2925,0.405,1.273
0.6445,0.296,0.425,1.4865
0.6155,0.2885,0.36,1.3655
0.6215,0.2305,0.399,1.276
0.55,0.2695,0.32,1.2075
0.69,0.306,0.4355,1.4275
0.4955,0.2025,0.385,1.155
